state,yearOfLoss,floodEvent,event_type,state,yearOfLoss,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,totalPaid,precip_mm,wind_max_m_s,temp_mean_c
MO,1993,Midwest Flooding,Flood,MO,1993,21500.0,0.0,21500.0,85.7,29.8,17.577534246575347
CT,2011,Hurricane Irene,Hurricane,CT,2011,127348.09,0.0,127348.09,90.7,44.0,16.041095890410965
SC,1989,Hurricane Hugo,Hurricane,SC,1989,0.0,0.0,0.0,78.5,70.7,23.115616438356138
FL,2024,Hurricane Helene,Hurricane,FL,2024,63366.83,0.0,63366.83,45.2,63.6,28.001912568306004
NY,2012,Hurricane Sandy,Hurricane,NY,2012,153804.29,0.0,153804.29,48.8,39.7,14.591530054644808
NY,2012,Hurricane Sandy,Hurricane,NY,2012,0.0,0.0,0.0,48.8,39.7,14.591530054644808
TX,2017,Hurricane Harvey,Hurricane,TX,2017,71927.59,74971.69,146899.28,115.4,53.5,26.819726027397266
LA,2001,Tropical Storm Allison,Storm,LA,2001,0.0,0.0,0.0,86.0,34.9,24.30821917808221
TX,2017,Hurricane Harvey,Hurricane,TX,2017,106287.19,41166.68,147453.87,115.4,53.5,26.819726027397266
AL,1998,Hurricane Georges,Hurricane,AL,1998,99497.65,0.0,99497.65,92.7,33.7,24.04931506849316
LA,1980,Flooding,Flood,LA,1980,9608.15,2780.5,12388.65,116.8,32.4,24.40846994535519
LA,1978,Flooding,Flood,LA,1978,541.78,10.0,551.78,94.6,32.2,24.386575342465765
FL,1999,Hurricane Irene,Hurricane,FL,1999,20070.0,0.0,20070.0,110.3,35.5,27.3413698630137
TX,1983,Flooding,Flood,TX,1983,0.0,9952.09,9952.09,51.3,48.6,24.291506849315052
MS,2012,Hurricane Isaac,Hurricane,MS,2012,0.0,0.0,0.0,62.2,34.8,24.722677595628365
LA,2005,Hurricane Katrina,Hurricane,LA,2005,9011.51,2240.0,11251.51,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
TX,2017,Hurricane Harvey,Hurricane,TX,2017,65739.1,21646.84,87385.94,115.4,53.5,26.819726027397266
TX,2017,Hurricane Harvey,Hurricane,TX,2017,100000.0,0.0,100000.0,115.4,53.5,26.819726027397266
FL,2024,Hurricane Helene,Hurricane,FL,2024,119779.37,0.0,119779.37,45.2,63.6,28.001912568306004
TX,1998,Flooding,Flood,TX,1998,1282.3,0.0,1282.3,120.3,41.8,25.954794520547935
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,17885.49,0.0,17885.49,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
MS,1980,Flooding,Flood,MS,1980,0.0,2046.19,2046.19,60.5,26.1,23.501912568306004
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,140104.44,68500.0,208604.44,0.0,0.0,0.0
OK,2015,Early summer storms,Storm,OK,2015,78432.92,0.0,78432.92,134.7,32.4,22.426575342465764
LA,2002,Hurricane Lili,Hurricane,LA,2002,0.0,0.0,0.0,57.0,42.7,24.50986301369864
MI,1981,Flooding,Flood,MI,1981,18125.3,0.0,18125.3,46.6,42.7,13.001917808219172
LA,2021,Hurricane Ida,Hurricane,LA,2021,0.0,0.0,0.0,176.4,38.0,24.852602739726045
FL,2024,Hurricane Helene,Hurricane,FL,2024,5115.31,0.0,5115.31,45.2,63.6,28.001912568306004
MO,1993,Midwest Flooding,Flood,MO,1993,7000.0,4900.0,11900.0,85.7,29.8,17.577534246575347
AL,2005,Hurricane Katrina,Hurricane,AL,2005,108400.0,216530.46,324930.45999999996,57.2,45.7,23.200000000000014
TX,2001,Tropical Storm Allison,Storm,TX,2001,2179.29,241.25,2420.54,60.6,40.8,24.620273972602728
MD,1998,Flooding,Flood,MD,1998,660.03,0.0,660.03,59.4,38.7,18.990958904109593
FL,1999,Hurricane Irene,Hurricane,FL,1999,6023.72,0.0,6023.72,110.3,35.5,27.3413698630137
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
TX,2019,Tropical Storm Imelda,Storm,TX,2019,202265.94,17933.31,220199.25,0.0,0.0,0.0
MD,2012,Hurricane Sandy,Hurricane,MD,2012,66345.3,0.0,66345.3,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,98546.79,22071.3,120618.09,115.4,53.5,26.819726027397266
TX,1983,Hurricane Alicia,Hurricane,TX,1983,78700.0,30000.0,108700.0,51.3,48.6,24.291506849315052
TX,2001,Tropical Storm Allison,Storm,TX,2001,23066.79,9095.35,32162.14,60.6,40.8,24.620273972602728
TX,1994,Flooding,Flood,TX,1994,0.0,0.0,0.0,0.0,0.0,0.0
TX,2016,Spring severe storms,Storm,TX,2016,0.0,0.0,0.0,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,45430.24,0.0,45430.24,48.8,39.7,14.591530054644808
LA,2005,Hurricane Katrina,Hurricane,LA,2005,8126.4,0.0,8126.4,63.7,47.6,25.748767123287685
FL,2023,Hurricane Idalia,Hurricane,FL,2023,0.0,9276.73,9276.73,29.9,37.4,29.091506849315042
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,1839.3,3119.77,4959.07,120.3,64.3,27.106557377049185
PR,1989,Hurricane Hugo,Hurricane,PR,1989,0.0,0.0,0.0,20.3,30.9,24.77369863013699
LA,1998,Hurricane Georges,Hurricane,LA,1998,0.0,0.0,0.0,71.0,34.5,25.703013698630123
TX,1989,Tropical Storm Allison,Storm,TX,1989,16556.09,2606.96,19163.05,0.0,0.0,0.0
FL,1985,Hurricane Elena,Hurricane,FL,1985,0.0,3269.75,3269.75,25.6,33.4,27.62438356164381
ND,2001,Severe flooding,Flood,ND,2001,3703.89,0.0,3703.89,0.0,0.0,0.0
AL,1998,Hurricane Georges,Hurricane,AL,1998,5213.49,0.0,5213.49,92.7,33.7,24.04931506849316
LA,2005,Hurricane Katrina,Hurricane,LA,2005,5000.0,0.0,5000.0,63.7,47.6,25.748767123287685
LA,1998,Flooding,Flood,LA,1998,0.0,0.0,0.0,71.0,34.5,25.703013698630123
FL,2017,Hurricane Irma,Hurricane,FL,2017,13891.49,423.26,14314.75,75.8,73.1,27.927123287671268
WI,1998,Flooding,Flood,WI,1998,2038.12,0.0,2038.12,59.5,50.3,14.133150684931515
NJ,2021,Hurricane Ida,Hurricane,NJ,2021,3595.5,193.25,3788.75,0.0,0.0,0.0
NY,1991,"The ""Halloween"" Storm",Storm,NY,1991,0.0,0.0,0.0,44.6,31.0,14.399999999999993
IL,1986,Flooding,Flood,IL,1986,456.05,0.0,456.05,59.1,42.6,16.543561643835627
AL,1979,Hurricane Frederic,Hurricane,AL,1979,0.0,0.0,0.0,69.6,40.3,22.312054794520538
TX,2021,Texas Severe Winter Storms,Storm,TX,2021,0.0,0.0,0.0,0.0,0.0,0.0
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,11901.88,0.0,11901.88,0.0,0.0,0.0
KY,2022,Late July Flooding,Flood,KY,2022,17521.03,0.0,17521.03,61.3,36.6,19.78493150684932
NC,2004,Hurricane Alex,Hurricane,NC,2004,9309.21,935.56,10244.769999999999,67.8,31.6,20.056010928961758
MO,1993,Midwest Flooding,Flood,MO,1993,0.0,168000.0,168000.0,85.7,29.8,17.577534246575347
FL,2008,Tropical Storm Fay,Storm,FL,2008,10630.81,2500.0,13130.81,42.3,32.3,27.393169398907098
FL,1995,Hurricane Opal,Hurricane,FL,1995,7208.71,972.0,8180.71,37.3,33.1,26.58630136986301
LA,1978,Flooding,Flood,LA,1978,0.0,0.0,0.0,94.6,32.2,24.386575342465765
FL,2017,Hurricane Irma,Hurricane,FL,2017,31047.59,0.0,31047.59,75.8,73.1,27.927123287671268
MO,1986,Flooding,Flood,MO,1986,816.6,0.0,816.6,93.7,29.0,19.61808219178083
MS,2005,Hurricane Katrina,Hurricane,MS,2005,84200.0,10500.0,94700.0,82.8,59.6,24.039999999999996
NC,1999,Hurricane Floyd,Hurricane,NC,1999,1695.08,0.0,1695.08,68.1,36.8,20.717534246575365
FL,2001,Torrential rain,Heavy Rain,FL,2001,6102.1,0.0,6102.1,73.6,37.2,27.115342465753432
CA,1993,Flooding,Flood,CA,1993,0.0,0.0,0.0,29.6,25.9,26.027945205479472
FL,2024,Hurricane Helene,Hurricane,FL,2024,95122.96,1545.0,96667.96,45.2,63.6,28.001912568306004
LA,1995,Flooding,Flood,LA,1995,2071.86,93.72,2165.58,70.1,33.8,24.724109589041113
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
VA,2006,Tropical Storm Ernesto,Storm,VA,2006,22955.68,12027.97,34983.65,57.7,37.2,20.68383561643836
LA,2005,Hurricane Katrina,Hurricane,LA,2005,83500.0,0.0,83500.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
NC,1996,Hurricane Bertha,Hurricane,NC,1996,1039.04,0.0,1039.04,97.7,45.8,19.459562841530044
TX,2001,Tropical Storm Allison,Storm,TX,2001,4943.91,0.0,4943.91,60.6,40.8,24.620273972602728
FL,2022,Hurricane Ian,Hurricane,FL,2022,47059.0,16455.92,63514.92,208.8,76.6,28.4682191780822
PA,1979,Not a named storm,Storm,PA,1979,79.0,0.0,79.0,45.5,39.7,15.127123287671237
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,81801.03,0.0,81801.03,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,62328.62,17544.96,79873.58,115.4,53.5,26.819726027397266
NY,1992,December Storm - Nor'easter,Storm,NY,1992,2429.24,0.0,2429.24,29.7,35.3,11.993989071038252
TX,1992,Flooding,Flood,TX,1992,12604.59,14683.0,27287.59,0.0,0.0,0.0
MS,1998,Hurricane Georges,Hurricane,MS,1998,0.0,0.0,0.0,71.5,32.6,24.292602739726036
PA,2011,Tropical Storm Lee,Storm,PA,2011,7558.64,0.0,7558.64,77.6,33.0,16.312328767123276
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,73286.04,0.0,73286.04,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,4626.52,0.0,4626.52,41.7,42.5,26.64180327868851
LA,1978,Flooding,Flood,LA,1978,551.04,853.16,1404.1999999999998,94.6,32.2,24.386575342465765
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,0.0,0.0,0.0,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,36421.11,0.0,36421.11,48.8,39.7,14.591530054644808
NY,2011,Tropical Storm Lee,Storm,NY,2011,0.0,0.0,0.0,99.2,38.2,13.412054794520554
LA,2005,Hurricane Katrina,Hurricane,LA,2005,114600.0,18300.0,132900.0,63.7,47.6,25.748767123287685
TX,2017,Hurricane Harvey,Hurricane,TX,2017,100000.0,27005.46,127005.45999999999,115.4,53.5,26.819726027397266
AL,2005,Hurricane Katrina,Hurricane,AL,2005,27798.33,0.0,27798.33,57.2,45.7,23.200000000000014
TX,2017,Hurricane Harvey,Hurricane,TX,2017,92034.18,62923.19,154957.37,115.4,53.5,26.819726027397266
LA,1983,Flooding,Flood,LA,1983,349.6,1125.75,1475.35,107.7,36.1,23.015890410958903
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,62812.11,0.0,62812.11,0.0,0.0,0.0
FL,2024,Hurricane Milton,Hurricane,FL,2024,9369.45,0.0,9369.45,45.2,63.6,28.001912568306004
LA,2012,Hurricane Isaac,Hurricane,LA,2012,58555.23,14131.76,72686.99,75.6,47.8,25.857923497267745
LA,2021,2021 Mid-Spring Severe Storms,Storm,LA,2021,100107.16,18300.0,118407.16,176.4,38.0,24.852602739726045
FL,2023,Hurricane Idalia,Hurricane,FL,2023,36522.41,0.0,36522.41,29.9,37.4,29.091506849315042
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,15660.0,3328.97,18988.97,0.0,0.0,0.0
OH,1990,Flooding,Flood,OH,1990,626.6,0.0,626.6,51.0,42.0,16.17260273972603
FL,2009,Low pressure system,Other,FL,2009,0.0,0.0,0.0,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,94408.44,0.0,94408.44,208.8,76.6,28.4682191780822
FL,2014,Mid-spring storms,Storm,FL,2014,0.0,0.0,0.0,28.9,28.8,27.687123287671216
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,40000.0,140000.0,63.7,47.6,25.748767123287685
NJ,2010,Nor'easter,Storm,NJ,2010,12599.34,0.0,12599.34,0.0,0.0,0.0
AL,2004,Hurricane Ivan,Hurricane,AL,2004,0.0,0.0,0.0,126.7,54.8,23.34016393442623
TX,1980,Hurricane Allen,Hurricane,TX,1980,0.0,0.0,0.0,0.0,0.0,0.0
NV,1999,Flooding,Flood,NV,1999,102793.07,0.0,102793.07,22.9,42.6,17.263287671232874
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,63592.08,70.44,63662.520000000004,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,89529.4,0.0,89529.4,0.0,0.0,0.0
CO,2013,Late summer storms,Storm,CO,2013,8312.9,0.0,8312.9,24.9,33.5,10.387123287671235
ND,2001,Severe flooding,Flood,ND,2001,356.93,0.0,356.93,0.0,0.0,0.0
NC,2016,Hurricane Matthew,Hurricane,NC,2016,23201.92,5484.99,28686.909999999996,117.3,34.6,21.43497267759563
FL,1995,Flooding,Flood,FL,1995,424.01,0.0,424.01,37.3,33.1,26.58630136986301
SC,2024,Hurricane Debby,Hurricane,SC,2024,5064.03,0.0,5064.03,72.6,49.5,24.086338797814207
LA,1995,Flooding,Flood,LA,1995,0.0,0.0,0.0,70.1,33.8,24.724109589041113
NC,2011,Hurricane Irene,Hurricane,NC,2011,23664.46,6466.82,30131.28,39.3,35.9,21.831232876712335
CA,1998,Pineapple Express - Southern,Other,CA,1998,8488.0,0.0,8488.0,40.6,31.1,23.838082191780835
LA,2005,Hurricane Katrina,Hurricane,LA,2005,20000.0,5900.0,25900.0,63.7,47.6,25.748767123287685
TX,1983,Flooding,Flood,TX,1983,14766.77,7618.02,22384.79,51.3,48.6,24.291506849315052
SC,2016,Hurricane Matthew,Hurricane,SC,2016,19857.21,1025.43,20882.64,124.0,46.5,23.819945355191262
TX,1983,Hurricane Alicia,Hurricane,TX,1983,0.0,0.0,0.0,51.3,48.6,24.291506849315052
KY,1997,Flooding,Flood,KY,1997,247.69,0.0,247.69,66.9,38.0,17.71890410958903
FL,2020,Hurricane Eta,Hurricane,FL,2020,2280.02,0.0,2280.02,60.5,36.9,28.345081967213137
NJ,1984,Flooding,Flood,NJ,1984,1026.97,0.0,1026.97,0.0,0.0,0.0
MA,1991,Hurricane Bob,Hurricane,MA,1991,10786.54,1065.4,11851.94,0.0,0.0,0.0
CA,1983,Flooding,Flood,CA,1983,7000.0,4192.55,11192.55,27.9,30.9,25.613972602739732
LA,1983,Flooding,Flood,LA,1983,417.0,282.0,699.0,107.7,36.1,23.015890410958903
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,66395.61,0.0,66395.61,0.0,0.0,0.0
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,4559.73,5613.5,10173.23,0.0,0.0,0.0
FL,2024,June South Florida Flooding,Flood,FL,2024,2331.24,1300.65,3631.89,45.2,63.6,28.001912568306004
LA,2005,Hurricane Katrina,Hurricane,LA,2005,17425.52,2739.97,20165.49,63.7,47.6,25.748767123287685
LA,1995,Flooding,Flood,LA,1995,23263.58,7239.67,30503.25,70.1,33.8,24.724109589041113
FL,1993,Blizzard of 1993,Blizzard,FL,1993,8616.92,1776.02,10392.94,61.0,45.9,27.21424657534248
NY,2021,Hurricane Ida,Hurricane,NY,2021,94806.96,0.0,94806.96,69.9,34.0,13.980547945205476
NJ,2010,Nor'easter,Storm,NJ,2010,0.0,0.0,0.0,0.0,0.0,0.0
TX,1998,Flooding,Flood,TX,1998,18584.78,6300.0,24884.78,120.3,41.8,25.954794520547935
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,16124.0,6200.0,22324.0,0.0,0.0,0.0
SC,1989,Hurricane Hugo,Hurricane,SC,1989,0.0,0.0,0.0,78.5,70.7,23.115616438356138
TX,1984,Flooding,Flood,TX,1984,0.0,0.0,0.0,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,73697.89,14270.7,87968.59,208.8,76.6,28.4682191780822
LA,2005,Hurricane Katrina,Hurricane,LA,2005,203440.98,100000.0,303440.98,63.7,47.6,25.748767123287685
NC,2018,Hurricane Florence,Hurricane,NC,2018,3659.61,0.0,3659.61,181.7,38.8,20.5109589041096
FL,2023,Hurricane Idalia,Hurricane,FL,2023,148051.54,22086.28,170137.82,29.9,37.4,29.091506849315042
WV,1984,Flooding,Flood,WV,1984,14040.87,4374.64,18415.510000000002,39.4,37.2,15.73224043715847
FL,2022,Hurricane Ian,Hurricane,FL,2022,30160.8,0.0,30160.8,208.8,76.6,28.4682191780822
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
FL,1998,Hurricane Georges (Keys),Hurricane,FL,1998,0.0,0.0,0.0,93.1,37.8,27.581095890410953
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
LA,2016,Mid-summer severe storms,Storm,LA,2016,70674.33,18982.58,89656.91,233.5,35.3,25.598087431693997
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
GA,2015,Early winter storms,Storm,GA,2015,7200.3,0.0,7200.3,0.0,0.0,0.0
FL,2005,Hurricane Wilma,Hurricane,FL,2005,60183.1,0.0,60183.1,47.4,54.1,26.69808219178083
FL,1992,Hurricane Andrew,Hurricane,FL,1992,22291.85,3919.0,26210.85,44.4,30.6,27.21147540983609
FL,2008,Tropical Storm Fay,Storm,FL,2008,29447.3,0.0,29447.3,42.3,32.3,27.393169398907098
TX,2016,Spring severe storms,Storm,TX,2016,37377.68,0.0,37377.68,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,7165.34,0.0,7165.34,0.0,0.0,0.0
LA,1980,Flooding,Flood,LA,1980,3652.74,0.0,3652.74,116.8,32.4,24.40846994535519
LA,2005,Hurricane Katrina,Hurricane,LA,2005,116000.0,25000.0,141000.0,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,250000.0,100000.0,350000.0,63.7,47.6,25.748767123287685
NY,2012,Hurricane Sandy,Hurricane,NY,2012,37319.15,0.0,37319.15,48.8,39.7,14.591530054644808
FL,2004,Hurricane Ivan,Hurricane,FL,2004,19130.61,2300.0,21430.61,120.3,64.3,27.106557377049185
FL,2005,Hurricane Wilma,Hurricane,FL,2005,4233.83,0.0,4233.83,47.4,54.1,26.69808219178083
FL,2024,June South Florida Flooding,Flood,FL,2024,98743.52,9872.17,108615.69,45.2,63.6,28.001912568306004
TX,1998,Flooding,Flood,TX,1998,7116.79,0.0,7116.79,120.3,41.8,25.954794520547935
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,3538.24,864.97,4403.21,120.3,64.3,27.106557377049185
LA,2005,Hurricane Katrina,Hurricane,LA,2005,250000.0,20000.0,270000.0,63.7,47.6,25.748767123287685
NY,2012,Hurricane Sandy,Hurricane,NY,2012,0.0,0.0,0.0,48.8,39.7,14.591530054644808
SC,2016,Hurricane Matthew,Hurricane,SC,2016,51595.18,0.0,51595.18,124.0,46.5,23.819945355191262
TX,1991,Flooding,Flood,TX,1991,9199.55,3220.19,12419.74,0.0,0.0,0.0
CT,2012,Hurricane Sandy,Hurricane,CT,2012,32027.36,0.0,32027.36,40.4,44.1,17.087431693989057
FL,2000,Flooding,Flood,FL,2000,0.0,0.0,0.0,32.8,33.5,27.39262295081968
SC,1989,Hurricane Hugo,Hurricane,SC,1989,4696.02,0.0,4696.02,78.5,70.7,23.115616438356138
FL,2004,Hurricane Charley,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
MO,1982,Not a named storm,Storm,MO,1982,25000.0,6193.02,31193.02,68.2,36.1,18.18520547945204
LA,2005,Hurricane Katrina,Hurricane,LA,2005,1104.85,1225.32,2330.17,63.7,47.6,25.748767123287685
CA,2023,California Atmospheric River,Other,CA,2023,21494.57,0.0,21494.57,54.8,35.2,26.930410958904115
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,15917.49,5000.0,20917.489999999998,0.0,0.0,0.0
FL,2005,Hurricane Wilma,Hurricane,FL,2005,66150.89,14301.22,80452.11,47.4,54.1,26.69808219178083
TX,2017,Hurricane Harvey,Hurricane,TX,2017,114811.98,47428.77,162240.75,115.4,53.5,26.819726027397266
TX,2001,Tropical Storm Allison,Storm,TX,2001,19741.71,3780.9,23522.61,60.6,40.8,24.620273972602728
MS,2005,Hurricane Katrina,Hurricane,MS,2005,302192.25,10500.0,312692.25,82.8,59.6,24.039999999999996
TN,2010,Late spring storms,Storm,TN,2010,55933.01,0.0,55933.01,63.8,32.2,20.546301369863002
PA,1996,Flooding,Flood,PA,1996,5056.17,0.0,5056.17,86.4,37.2,14.362295081967199
FL,2005,Hurricane Katrina,Hurricane,FL,2005,4780.18,0.0,4780.18,47.4,54.1,26.69808219178083
FL,2023,Hurricane Idalia,Hurricane,FL,2023,0.0,0.0,0.0,29.9,37.4,29.091506849315042
FL,2004,Hurricane Ivan,Hurricane,FL,2004,0.0,12593.13,12593.13,120.3,64.3,27.106557377049185
PA,1996,Flooding,Flood,PA,1996,592.96,2452.49,3045.45,86.4,37.2,14.362295081967199
LA,2020,Hurricane Delta,Hurricane,LA,2020,0.0,0.0,0.0,72.9,51.4,25.66612021857924
MO,1995,Flooding,Flood,MO,1995,1049.74,0.0,1049.74,71.2,34.9,18.754520547945205
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
VA,2009,Nor'easter,Storm,VA,2009,5918.58,0.0,5918.58,52.7,33.7,19.438082191780804
NC,1999,Hurricane Floyd,Hurricane,NC,1999,0.0,0.0,0.0,68.1,36.8,20.717534246575365
NY,2005,Torrential rain,Heavy Rain,NY,2005,8072.41,0.0,8072.41,77.3,35.3,13.352328767123291
LA,2016,Mid-summer severe storms,Storm,LA,2016,4134.61,1930.18,6064.79,233.5,35.3,25.598087431693997
LA,1995,Flooding,Flood,LA,1995,0.0,0.0,0.0,70.1,33.8,24.724109589041113
NY,2012,Hurricane Sandy,Hurricane,NY,2012,16584.44,0.0,16584.44,48.8,39.7,14.591530054644808
FL,1985,Hurricane Elena,Hurricane,FL,1985,12579.33,0.0,12579.33,25.6,33.4,27.62438356164381
LA,2016,Mid-summer severe storms,Storm,LA,2016,103567.46,0.0,103567.46,233.5,35.3,25.598087431693997
LA,2016,Late winter severe storms,Storm,LA,2016,55482.74,0.0,55482.74,233.5,35.3,25.598087431693997
LA,2001,Tropical Storm Allison,Storm,LA,2001,34816.81,3932.0,38748.81,86.0,34.9,24.30821917808221
FL,2004,Hurricane Frances,Hurricane,FL,2004,72782.96,23771.59,96554.55,120.3,64.3,27.106557377049185
FL,2024,Hurricane Helene,Hurricane,FL,2024,1597.94,0.0,1597.94,45.2,63.6,28.001912568306004
LA,2005,Hurricane Katrina,Hurricane,LA,2005,207900.0,15800.0,223700.0,63.7,47.6,25.748767123287685
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,0.0,0.0,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,13115.33,0.0,13115.33,208.8,76.6,28.4682191780822
LA,2001,Tropical Storm Allison,Storm,LA,2001,0.0,0.0,0.0,86.0,34.9,24.30821917808221
NJ,2025,2025 July NYC Metro Area Flooding,Flood,NJ,2025,0.0,0.0,0.0,,,
WA,1996,Flooding,Flood,WA,1996,15072.89,0.0,15072.89,96.5,20.4,10.540710382513662
NC,1996,Hurricane Fran,Hurricane,NC,1996,0.0,0.0,0.0,97.7,45.8,19.459562841530044
FL,2022,Hurricane Ian,Hurricane,FL,2022,118908.87,36000.0,154908.87,208.8,76.6,28.4682191780822
FL,1996,Hurricane Josephine,Hurricane,FL,1996,8296.19,0.0,8296.19,58.4,34.3,26.52267759562842
MA,1991,Hurricane Bob,Hurricane,MA,1991,21759.71,4095.0,25854.71,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,58573.82,0.0,58573.82,0.0,0.0,0.0
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
FL,2024,Hurricane Milton,Hurricane,FL,2024,76941.81,10837.98,87779.79,45.2,63.6,28.001912568306004
NE,2019,March 2019 Midwest Flooding,Flood,NE,2019,70000.0,10500.0,80500.0,0.0,0.0,0.0
FL,2024,Hurricane Milton,Hurricane,FL,2024,5453.88,0.0,5453.88,45.2,63.6,28.001912568306004
VA,2011,Hurricane Irene,Hurricane,VA,2011,12222.69,0.0,12222.69,51.4,38.2,20.667671232876728
TX,1979,Flooding,Flood,TX,1979,0.0,10000.0,10000.0,40.6,42.0,24.003287671232854
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,0.0,0.0,0.0,0.0,0.0,0.0
TX,2008,Hurricane Ike,Hurricane,TX,2008,32285.41,0.0,32285.41,41.7,42.5,26.64180327868851
SC,1989,Hurricane Hugo,Hurricane,SC,1989,14271.19,0.0,14271.19,78.5,70.7,23.115616438356138
DE,2021,Hurricane Ida,Hurricane,DE,2021,12688.06,0.0,12688.06,82.6,46.0,18.300547945205455
NJ,1980,Not a named storm,Storm,NJ,1980,749.75,70.0,819.75,42.5,40.3,16.810109289617486
LA,2016,Mid-summer severe storms,Storm,LA,2016,107079.37,0.0,107079.37,233.5,35.3,25.598087431693997
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,0.0,0.0,0.0,0.0,0.0,0.0
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,16269.02,0.0,16269.02,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,46232.98,0.0,46232.98,63.7,47.6,25.748767123287685
AL,1998,Flooding,Flood,AL,1998,473.2,0.0,473.2,92.7,33.7,24.04931506849316
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,78666.89,78666.89,115.4,53.5,26.819726027397266
TX,1979,Tropical Storm Claudette,Storm,TX,1979,2663.45,0.0,2663.45,40.6,42.0,24.003287671232854
TX,2001,Tropical Storm Allison,Storm,TX,2001,39610.74,19708.54,59319.28,60.6,40.8,24.620273972602728
PA,2004,Tropical Storm Ivan,Storm,PA,2004,48480.89,0.0,48480.89,67.8,38.4,15.314754098360641
SC,2016,Hurricane Matthew,Hurricane,SC,2016,23151.27,3358.18,26509.45,124.0,46.5,23.819945355191262
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
LA,2002,Hurricane Lili,Hurricane,LA,2002,3993.72,0.0,3993.72,57.0,42.7,24.50986301369864
VA,2012,Hurricane Sandy,Hurricane,VA,2012,4025.27,0.0,4025.27,59.3,30.5,21.059016393442622
