state,yearOfLoss,floodEvent,event_type,state,yearOfLoss,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,totalPaid,precip_mm,wind_max_m_s,temp_mean_c
WI,1997,Flooding,Flood,WI,1997,1642.61,0.0,1642.61,34.8,40.0,11.668219178082191
TX,2019,Tropical Storm Imelda,Storm,TX,2019,12555.5,740.27,13295.77,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
FL,2004,Hurricane Ivan,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
LA,1997,Hurricane Danny,Hurricane,LA,1997,0.0,0.0,0.0,48.2,31.6,24.21780821917809
VA,1998,Flooding,Flood,VA,1998,0.0,0.0,0.0,56.0,32.7,20.655890410958914
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
FL,1984,Flooding,Flood,FL,1984,2606.58,0.0,2606.58,0.0,0.0,0.0
IN,1990,Flooding,Flood,IN,1990,4339.84,500.0,4839.84,56.3,45.1,17.38739726027396
FL,2017,Hurricane Irma,Hurricane,FL,2017,0.0,0.0,0.0,75.8,73.1,27.927123287671268
FL,2024,Hurricane Helene,Hurricane,FL,2024,139202.38,11000.0,150202.38,45.2,63.6,28.001912568306004
VA,1982,Flooding,Flood,VA,1982,551.78,0.0,551.78,45.7,34.9,19.307397260273984
TX,1979,Flooding,Flood,TX,1979,5489.69,0.0,5489.69,40.6,42.0,24.003287671232854
LA,2016,Mid-summer severe storms,Storm,LA,2016,107330.23,0.0,107330.23,233.5,35.3,25.598087431693997
FL,2022,Hurricane Ian,Hurricane,FL,2022,250000.0,60000.0,310000.0,208.8,76.6,28.4682191780822
TX,2008,Hurricane Ike,Hurricane,TX,2008,6792.29,0.0,6792.29,41.7,42.5,26.64180327868851
SC,2016,Hurricane Matthew,Hurricane,SC,2016,33456.75,0.0,33456.75,124.0,46.5,23.819945355191262
IL,2022,Late July Flooding,Flood,IL,2022,52692.06,0.0,52692.06,52.3,44.9,16.64575342465753
PR,2008,Tropical/Subtropical System 93L,Storm,PR,2008,0.0,0.0,0.0,132.0,26.2,24.453551912568276
FL,1985,Hurricane Elena,Hurricane,FL,1985,0.0,5461.0,5461.0,25.6,33.4,27.62438356164381
LA,1988,Flooding,Flood,LA,1988,528.24,347.6,875.84,120.8,32.9,24.16830601092897
NY,1991,"The ""Halloween"" Storm",Storm,NY,1991,5378.15,6768.62,12146.77,44.6,31.0,14.399999999999993
LA,1992,Hurricane Andrew,Hurricane,LA,1992,0.0,1125.73,1125.73,65.7,43.1,24.035245901639342
FL,1999,Hurricane Irene,Hurricane,FL,1999,0.0,0.0,0.0,110.3,35.5,27.3413698630137
MS,2005,Hurricane Katrina,Hurricane,MS,2005,47561.44,46300.0,93861.44,82.8,59.6,24.039999999999996
PR,1979,Hurricanes David & Frederic,Hurricane,PR,1979,0.0,0.0,0.0,120.6,42.8,24.350136986301372
TX,2001,Tropical Storm Allison,Storm,TX,2001,71488.97,51600.0,123088.97,60.6,40.8,24.620273972602728
LA,2008,Hurricane Ike,Hurricane,LA,2008,1238.93,832.32,2071.25,124.3,61.5,25.34726775956283
TX,2017,Hurricane Harvey,Hurricane,TX,2017,97967.55,14569.55,112537.1,115.4,53.5,26.819726027397266
MS,2005,Hurricane Katrina,Hurricane,MS,2005,100000.0,40000.0,140000.0,82.8,59.6,24.039999999999996
NJ,1984,Flooding,Flood,NJ,1984,7573.12,2100.0,9673.119999999999,0.0,0.0,0.0
TX,2015,Early summer storms,Storm,TX,2015,2772.23,0.0,2772.23,169.3,37.4,25.443287671232884
LA,1995,Flooding,Flood,LA,1995,5318.1,843.54,6161.64,70.1,33.8,24.724109589041113
FL,2024,Hurricane Helene,Hurricane,FL,2024,14579.22,502.72,15081.939999999999,45.2,63.6,28.001912568306004
CT,2011,Hurricane Irene,Hurricane,CT,2011,2379.47,0.0,2379.47,90.7,44.0,16.041095890410965
LA,1978,Flooding,Flood,LA,1978,4142.25,610.0,4752.25,94.6,32.2,24.386575342465765
FL,2024,Hurricane Milton,Hurricane,FL,2024,8504.5,0.0,8504.5,45.2,63.6,28.001912568306004
LA,2005,Hurricane Katrina,Hurricane,LA,2005,76372.8,47504.56,123877.36,63.7,47.6,25.748767123287685
FL,2024,Hurricane Milton,Hurricane,FL,2024,12462.74,0.0,12462.74,45.2,63.6,28.001912568306004
FL,1992,Flooding,Flood,FL,1992,0.0,27464.38,27464.38,44.4,30.6,27.21147540983609
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,71814.23,17291.92,89106.15,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,80796.6,84000.0,164796.6,115.4,53.5,26.819726027397266
LA,1995,Flooding,Flood,LA,1995,28699.84,0.0,28699.84,70.1,33.8,24.724109589041113
FL,1992,Flooding,Flood,FL,1992,5539.14,0.0,5539.14,44.4,30.6,27.21147540983609
TX,1988,Hurricane Gilbert,Hurricane,TX,1988,3482.93,3856.81,7339.74,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,2500.0,2500.0,63.7,47.6,25.748767123287685
FL,1997,Flooding,Flood,FL,1997,0.0,0.0,0.0,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,53518.13,0.0,53518.13,115.4,53.5,26.819726027397266
LA,2005,Hurricane Katrina,Hurricane,LA,2005,531.58,2939.02,3470.6,63.7,47.6,25.748767123287685
OK,2015,Early summer storms,Storm,OK,2015,84406.36,0.0,84406.36,134.7,32.4,22.426575342465764
NY,2012,Hurricane Sandy,Hurricane,NY,2012,67138.35,0.0,67138.35,48.8,39.7,14.591530054644808
LA,1983,Flooding,Flood,LA,1983,491.0,280.3,771.3,107.7,36.1,23.015890410958903
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,11166.91,11166.91,63.7,47.6,25.748767123287685
TX,2001,Tropical Storm Allison,Storm,TX,2001,4099.99,0.0,4099.99,60.6,40.8,24.620273972602728
NC,2015,October severe storms,Storm,NC,2015,367.88,0.0,367.88,63.6,30.4,21.158630136986304
TX,2019,Tropical Storm Imelda,Storm,TX,2019,3906.91,0.0,3906.91,0.0,0.0,0.0
TX,2002,Heavy rains,Heavy Rain,TX,2002,34210.72,17443.98,51654.7,61.9,37.7,24.799999999999994
TX,2016,Spring severe storms,Storm,TX,2016,2816.79,0.0,2816.79,0.0,0.0,0.0
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
VA,2003,Hurricane Isabel,Hurricane,VA,2003,2991.95,0.0,2991.95,59.8,43.1,18.522191780821892
FL,2020,Hurricane Sally,Hurricane,FL,2020,3820.05,0.0,3820.05,60.5,36.9,28.345081967213137
TX,1983,Hurricane Alicia,Hurricane,TX,1983,354.0,0.0,354.0,51.3,48.6,24.291506849315052
FL,2024,Hurricane Helene,Hurricane,FL,2024,57086.98,0.0,57086.98,45.2,63.6,28.001912568306004
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
TX,2017,Hurricane Harvey,Hurricane,TX,2017,5516.83,2240.21,7757.04,115.4,53.5,26.819726027397266
LA,2005,Hurricane Katrina,Hurricane,LA,2005,104500.0,26300.0,130800.0,63.7,47.6,25.748767123287685
CA,1998,Pineapple Express - Southern,Other,CA,1998,1978.14,2671.57,4649.71,40.6,31.1,23.838082191780835
LA,1980,Flooding,Flood,LA,1980,3281.0,0.0,3281.0,116.8,32.4,24.40846994535519
LA,2005,Hurricane Katrina,Hurricane,LA,2005,60400.0,14000.0,74400.0,63.7,47.6,25.748767123287685
WV,2007,Nor'easter,Storm,WV,2007,7963.07,0.0,7963.07,59.6,36.5,17.14520547945206
FL,2012,Tropical Storm Debby,Storm,FL,2012,2678.22,958.18,3636.3999999999996,32.9,35.1,28.398087431693995
NY,2012,Hurricane Sandy,Hurricane,NY,2012,34389.24,0.0,34389.24,48.8,39.7,14.591530054644808
IL,2008,Hurricane Ike,Hurricane,IL,2008,3423.87,0.0,3423.87,76.4,44.4,15.811202185792343
NC,1989,Hurricane Hugo,Hurricane,NC,1989,19496.7,0.0,19496.7,51.1,49.3,19.875068493150668
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,119867.79,0.0,119867.79,0.0,0.0,0.0
AL,2004,Hurricane Ivan,Hurricane,AL,2004,41187.7,0.0,41187.7,126.7,54.8,23.34016393442623
NC,2024,Hurricane Helene,Hurricane,NC,2024,81717.1,7643.9,89361.0,79.4,46.5,21.616666666666656
SC,2017,Hurricane Irma,Hurricane,SC,2017,0.0,0.0,0.0,68.8,44.3,24.499178082191804
WV,1985,Flooding,Flood,WV,1985,12917.56,3173.0,16090.56,50.0,35.1,15.563287671232898
AL,2004,Hurricane Ivan,Hurricane,AL,2004,5985.53,0.0,5985.53,126.7,54.8,23.34016393442623
NC,1996,Hurricane Fran,Hurricane,NC,1996,0.0,0.0,0.0,97.7,45.8,19.459562841530044
MO,1995,Flooding,Flood,MO,1995,25176.45,10250.0,35426.45,71.2,34.9,18.754520547945205
NJ,1999,Hurricane Floyd,Hurricane,NJ,1999,4303.18,1752.3,6055.4800000000005,0.0,0.0,0.0
FL,2023,Hurricane Idalia,Hurricane,FL,2023,36560.45,5000.0,41560.45,29.9,37.4,29.091506849315042
PA,1996,Flooding,Flood,PA,1996,13226.19,143.03,13369.220000000001,86.4,37.2,14.362295081967199
NY,2012,Hurricane Sandy,Hurricane,NY,2012,120156.21,41212.68,161368.89,48.8,39.7,14.591530054644808
LA,2012,Hurricane Isaac,Hurricane,LA,2012,6508.31,0.0,6508.31,75.6,47.8,25.857923497267745
NJ,2021,Hurricane Ida,Hurricane,NJ,2021,17052.4,0.0,17052.4,0.0,0.0,0.0
PA,2004,Tropical Storm Ivan,Storm,PA,2004,21500.0,4306.74,25806.739999999998,67.8,38.4,15.314754098360641
MS,2002,Tropical Storm Isidore,Storm,MS,2002,38852.17,21476.4,60328.57,121.8,34.3,23.636712328767118
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,12769.48,0.0,12769.48,0.0,0.0,0.0
AL,1997,Hurricane Danny,Hurricane,AL,1997,49722.03,30000.0,79722.03,95.9,29.9,22.35287671232876
LA,2016,Mid-summer severe storms,Storm,LA,2016,63200.8,0.0,63200.8,233.5,35.3,25.598087431693997
LA,2016,Mid-summer severe storms,Storm,LA,2016,60207.29,0.0,60207.29,233.5,35.3,25.598087431693997
TX,2017,Hurricane Harvey,Hurricane,TX,2017,96793.92,41840.35,138634.27,115.4,53.5,26.819726027397266
MD,2003,Hurricane Isabel,Hurricane,MD,2003,19282.27,0.0,19282.27,0.0,0.0,0.0
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,11994.71,0.0,11994.71,0.0,0.0,0.0
FL,2024,Hurricane Milton,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
NC,1998,Hurricane Bonnie,Hurricane,NC,1998,3479.02,0.0,3479.02,63.5,31.0,21.204109589041092
MA,1979,Not a named storm,Storm,MA,1979,0.0,557.98,557.98,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,0.0,0.0,0.0,208.8,76.6,28.4682191780822
LA,2005,Hurricane Katrina,Hurricane,LA,2005,123500.0,57600.0,181100.0,63.7,47.6,25.748767123287685
FL,2016,Hurricane Matthew,Hurricane,FL,2016,13257.59,5075.7,18333.29,86.7,45.5,27.393169398907094
LA,1980,Flooding,Flood,LA,1980,3739.13,2725.67,6464.8,116.8,32.4,24.40846994535519
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,9666.0,0.0,9666.0,0.0,0.0,0.0
LA,1980,Flooding,Flood,LA,1980,14502.5,7758.16,22260.66,116.8,32.4,24.40846994535519
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,197600.35,14200.0,211800.35,0.0,0.0,0.0
GA,1999,Flooding,Flood,GA,1999,8087.94,0.0,8087.94,0.0,0.0,0.0
TX,1983,Hurricane Alicia,Hurricane,TX,1983,22000.0,0.0,22000.0,51.3,48.6,24.291506849315052
NY,2012,Hurricane Sandy,Hurricane,NY,2012,19050.24,0.0,19050.24,48.8,39.7,14.591530054644808
LA,1978,Flooding,Flood,LA,1978,1020.0,0.0,1020.0,94.6,32.2,24.386575342465765
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,19432.08,0.0,19432.08,0.0,0.0,0.0
FL,2022,Hurricane Ian,Hurricane,FL,2022,157612.24,20000.0,177612.24,208.8,76.6,28.4682191780822
AZ,1980,Flooding,Flood,AZ,1980,36596.83,0.0,36596.83,56.7,24.3,22.78087431693989
LA,2021,Hurricane Ida,Hurricane,LA,2021,108797.75,48979.71,157777.46,176.4,38.0,24.852602739726045
LA,1992,Hurricane Andrew,Hurricane,LA,1992,0.0,1361.0,1361.0,65.7,43.1,24.035245901639342
NY,2012,Hurricane Sandy,Hurricane,NY,2012,56681.11,0.0,56681.11,48.8,39.7,14.591530054644808
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,105081.86,18296.11,123377.97,0.0,0.0,0.0
CT,2010,Nor'easter,Storm,CT,2010,1885.5,0.0,1885.5,64.0,39.8,16.798904109589028
FL,2000,Hurricane Gordon,Hurricane,FL,2000,4471.84,0.0,4471.84,32.8,33.5,27.39262295081968
NY,2012,Hurricane Sandy,Hurricane,NY,2012,14993.19,0.0,14993.19,48.8,39.7,14.591530054644808
TX,1998,Flooding,Flood,TX,1998,0.0,0.0,0.0,120.3,41.8,25.954794520547935
LA,2005,Hurricane Katrina,Hurricane,LA,2005,31684.33,50081.79,81766.12,63.7,47.6,25.748767123287685
LA,2005,Hurricane Katrina,Hurricane,LA,2005,125000.0,50000.0,175000.0,63.7,47.6,25.748767123287685
IL,2013,Mid-spring storms,Storm,IL,2013,8279.14,0.0,8279.14,47.4,42.0,15.888493150684935
LA,1991,Flooding,Flood,LA,1991,1933.62,0.0,1933.62,86.6,32.6,24.527397260273947
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,27963.0,5000.0,32963.0,0.0,0.0,0.0
LA,1980,Flooding,Flood,LA,1980,0.0,170.0,170.0,116.8,32.4,24.40846994535519
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,4032.51,0.0,4032.51,0.0,0.0,0.0
LA,2016,Mid-summer severe storms,Storm,LA,2016,74651.74,0.0,74651.74,233.5,35.3,25.598087431693997
FL,1999,Hurricane Irene,Hurricane,FL,1999,750.48,0.0,750.48,110.3,35.5,27.3413698630137
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,0.0,0.0,0.0,0.0,0.0
NY,2011,Hurricane Irene,Hurricane,NY,2011,3281.73,0.0,3281.73,99.2,38.2,13.412054794520554
LA,2005,Hurricane Katrina,Hurricane,LA,2005,56938.58,21000.0,77938.58,63.7,47.6,25.748767123287685
NY,2012,Hurricane Sandy,Hurricane,NY,2012,54778.97,6944.55,61723.520000000004,48.8,39.7,14.591530054644808
IL,1993,Midwest Flooding,Flood,IL,1993,9200.0,374.0,9574.0,53.0,39.6,15.010136986301372
OH,1990,Flooding,Flood,OH,1990,0.0,0.0,0.0,51.0,42.0,16.17260273972603
FL,1995,Hurricane Opal,Hurricane,FL,1995,29285.32,0.0,29285.32,37.3,33.1,26.58630136986301
TX,1983,Hurricane Alicia,Hurricane,TX,1983,4686.16,0.0,4686.16,51.3,48.6,24.291506849315052
NY,1992,December Storm - Nor'easter,Storm,NY,1992,7309.0,0.0,7309.0,29.7,35.3,11.993989071038252
FL,2018,Hurricane Michael,Hurricane,FL,2018,4457.81,0.0,4457.81,32.0,34.6,27.493972602739728
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,991.36,0.0,991.36,120.3,64.3,27.106557377049185
FL,2022,Hurricane Ian,Hurricane,FL,2022,16143.6,0.0,16143.6,208.8,76.6,28.4682191780822
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
SC,2016,Hurricane Matthew,Hurricane,SC,2016,24119.08,0.0,24119.08,124.0,46.5,23.819945355191262
FL,1995,Flooding,Flood,FL,1995,0.0,0.0,0.0,37.3,33.1,26.58630136986301
LA,2002,Hurricane Lili,Hurricane,LA,2002,2716.78,2874.52,5591.3,57.0,42.7,24.50986301369864
MA,1991,"The ""Halloween"" Storm",Storm,MA,1991,0.0,0.0,0.0,0.0,0.0,0.0
KS,2008,Hurricane Ike,Hurricane,KS,2008,3635.41,0.0,3635.41,86.9,45.1,18.46092896174864
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
NJ,1984,Flooding,Flood,NJ,1984,0.0,0.0,0.0,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,88490.92,0.0,88490.92,48.8,39.7,14.591530054644808
TX,1983,Hurricane Alicia,Hurricane,TX,1983,2100.0,0.0,2100.0,51.3,48.6,24.291506849315052
FL,2005,Hurricane Wilma,Hurricane,FL,2005,0.0,0.0,0.0,47.4,54.1,26.69808219178083
VA,2003,Hurricane Isabel,Hurricane,VA,2003,0.0,0.0,0.0,59.8,43.1,18.522191780821892
DE,1985,Hurricane Gloria,Hurricane,DE,1985,4727.8,690.0,5417.8,69.8,48.1,17.670684931506848
CA,1998,Pineapple Express - Southern,Other,CA,1998,4550.49,0.0,4550.49,40.6,31.1,23.838082191780835
CT,2012,Hurricane Sandy,Hurricane,CT,2012,12714.06,0.0,12714.06,40.4,44.1,17.087431693989057
LA,1998,Flooding,Flood,LA,1998,4028.73,1174.75,5203.48,71.0,34.5,25.703013698630123
TX,1984,Flooding,Flood,TX,1984,2437.73,0.0,2437.73,0.0,0.0,0.0
MO,2011,Mid-spring storms,Storm,MO,2011,72487.14,0.0,72487.14,58.3,29.3,19.89397260273974
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,4019.42,0.0,4019.42,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,134106.54,346.55,134453.09,48.8,39.7,14.591530054644808
NC,1999,Hurricane Dennis,Hurricane,NC,1999,4034.43,0.0,4034.43,68.1,36.8,20.717534246575365
LA,1983,Flooding,Flood,LA,1983,0.0,2362.23,2362.23,107.7,36.1,23.015890410958903
FL,2022,Hurricane Ian,Hurricane,FL,2022,5967.8,0.0,5967.8,208.8,76.6,28.4682191780822
FL,2024,Hurricane Helene,Hurricane,FL,2024,0.0,14487.98,14487.98,45.2,63.6,28.001912568306004
NJ,2011,Hurricane Irene,Hurricane,NJ,2011,38367.97,9045.17,47413.14,0.0,0.0,0.0
AL,2020,Hurricane Sally,Hurricane,AL,2020,0.0,0.0,0.0,76.0,54.3,24.044808743169412
NY,1980,Not a named storm,Storm,NY,1980,0.0,1752.5,1752.5,30.9,41.0,12.052459016393428
DE,2003,Flooding,Flood,DE,2003,999.5,0.0,999.5,44.6,48.2,16.52136986301369
LA,2005,Hurricane Katrina,Hurricane,LA,2005,979.72,0.0,979.72,63.7,47.6,25.748767123287685
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
FL,2017,Hurricane Irma,Hurricane,FL,2017,6255.51,0.0,6255.51,75.8,73.1,27.927123287671268
CT,2010,Nor'easter,Storm,CT,2010,0.0,0.0,0.0,64.0,39.8,16.798904109589028
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
MS,2005,Hurricane Katrina,Hurricane,MS,2005,100000.0,40000.0,140000.0,82.8,59.6,24.039999999999996
LA,2005,Hurricane Rita,Hurricane,LA,2005,33000.0,52500.0,85500.0,63.7,47.6,25.748767123287685
TX,1983,Hurricane Alicia,Hurricane,TX,1983,0.0,0.0,0.0,51.3,48.6,24.291506849315052
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,0.0,0.0,0.0,0.0,0.0
NY,2012,Hurricane Sandy,Hurricane,NY,2012,115897.38,40426.66,156324.04,48.8,39.7,14.591530054644808
PA,1996,Flooding,Flood,PA,1996,736.16,0.0,736.16,86.4,37.2,14.362295081967199
PA,1984,Flooding,Flood,PA,1984,2700.0,0.0,2700.0,52.3,32.4,15.089071038251374
CA,1983,Flooding,Flood,CA,1983,0.0,0.0,0.0,27.9,30.9,25.613972602739732
NJ,2007,Nor'easter,Storm,NJ,2007,0.0,27600.0,27600.0,0.0,0.0,0.0
NJ,1978,Flooding,Flood,NJ,1978,0.0,915.0,915.0,67.5,43.0,15.723013698630146
TX,2001,Tropical Storm Allison,Storm,TX,2001,0.0,0.0,0.0,60.6,40.8,24.620273972602728
FL,1999,Hurricane Irene,Hurricane,FL,1999,2770.23,0.0,2770.23,110.3,35.5,27.3413698630137
TX,1983,Hurricane Alicia,Hurricane,TX,1983,9885.07,0.0,9885.07,51.3,48.6,24.291506849315052
NY,1979,Not a named storm,Storm,NY,1979,649.42,1868.0,2517.42,50.2,42.2,12.30849315068494
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,0.0,0.0,0.0,0.0,0.0,0.0
PA,2004,Tropical Storm Ivan,Storm,PA,2004,42454.75,25000.0,67454.75,67.8,38.4,15.314754098360641
DE,2011,Hurricane Irene,Hurricane,DE,2011,17322.04,0.0,17322.04,77.5,47.6,18.451506849315063
NJ,2007,Nor'easter,Storm,NJ,2007,15697.15,1678.97,17376.12,0.0,0.0,0.0
TX,2017,Hurricane Harvey,Hurricane,TX,2017,14435.75,0.0,14435.75,115.4,53.5,26.819726027397266
CT,2012,Hurricane Sandy,Hurricane,CT,2012,155892.26,40778.52,196670.78,40.4,44.1,17.087431693989057
LA,1988,Flooding,Flood,LA,1988,0.0,0.0,0.0,120.8,32.9,24.16830601092897
TX,2017,Hurricane Harvey,Hurricane,TX,2017,182844.67,36856.56,219701.23,115.4,53.5,26.819726027397266
FL,2004,Hurricane Frances,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
LA,2005,Hurricane Cindy,Hurricane,LA,2005,0.0,0.0,0.0,63.7,47.6,25.748767123287685
NE,2019,March 2019 Midwest Flooding,Flood,NE,2019,38983.15,5148.72,44131.87,0.0,0.0,0.0
LA,2005,Hurricane Katrina,Hurricane,LA,2005,44694.14,19900.0,64594.14,63.7,47.6,25.748767123287685
LA,1998,Flooding,Flood,LA,1998,6303.68,2816.39,9120.07,71.0,34.5,25.703013698630123
NC,2018,Hurricane Florence,Hurricane,NC,2018,33420.52,9623.82,43044.34,181.7,38.8,20.5109589041096
GA,1998,Flooding,Flood,GA,1998,11976.05,442.55,12418.599999999999,0.0,0.0,0.0
TX,2016,Early summer severe storms,Storm,TX,2016,2912.6,0.0,2912.6,0.0,0.0,0.0
SC,2016,Hurricane Matthew,Hurricane,SC,2016,0.0,0.0,0.0,124.0,46.5,23.819945355191262
NY,2012,Hurricane Sandy,Hurricane,NY,2012,26852.03,2615.77,29467.8,48.8,39.7,14.591530054644808
NJ,2007,Nor'easter,Storm,NJ,2007,14516.67,1680.92,16197.59,0.0,0.0,0.0
FL,2024,Hurricane Milton,Hurricane,FL,2024,3323.71,0.0,3323.71,45.2,63.6,28.001912568306004
LA,2021,Hurricane Ida,Hurricane,LA,2021,27776.79,0.0,27776.79,176.4,38.0,24.852602739726045
WA,2006,Torrential rain,Heavy Rain,WA,2006,3851.16,0.0,3851.16,129.5,25.6,11.200273972602742
MO,1993,Midwest Flooding,Flood,MO,1993,0.0,0.0,0.0,85.7,29.8,17.577534246575347
NY,2012,Hurricane Sandy,Hurricane,NY,2012,13672.29,0.0,13672.29,48.8,39.7,14.591530054644808
TX,2005,Hurricane Rita,Hurricane,TX,2005,4246.01,1578.15,5824.16,29.2,40.2,26.39205479452055
LA,2005,Hurricane Katrina,Hurricane,LA,2005,41400.0,7900.0,49300.0,63.7,47.6,25.748767123287685
LA,2021,Hurricane Ida,Hurricane,LA,2021,106854.43,26300.0,133154.43,176.4,38.0,24.852602739726045
FL,2017,Hurricane Irma,Hurricane,FL,2017,0.0,0.0,0.0,75.8,73.1,27.927123287671268
TX,2008,Hurricane Ike,Hurricane,TX,2008,44675.13,0.0,44675.13,41.7,42.5,26.64180327868851
TX,2001,Tropical Storm Allison,Storm,TX,2001,29493.88,8863.19,38357.07,60.6,40.8,24.620273972602728
FL,2024,Hurricane Milton,Hurricane,FL,2024,0.0,0.0,0.0,45.2,63.6,28.001912568306004
LA,1998,Flooding,Flood,LA,1998,571.77,360.05,931.8199999999999,71.0,34.5,25.703013698630123
SC,2016,Hurricane Matthew,Hurricane,SC,2016,89580.41,0.0,89580.41,124.0,46.5,23.819945355191262
NY,2023,Late-September New York Flooding,Flood,NY,2023,8098.17,260.47,8358.64,43.0,32.8,14.633972602739725
TX,2008,Hurricane Ike,Hurricane,TX,2008,0.0,0.0,0.0,41.7,42.5,26.64180327868851
LA,2005,Hurricane Katrina,Hurricane,LA,2005,31706.04,16586.9,48292.94,63.7,47.6,25.748767123287685
NJ,1992,December Storm - Nor'easter,Storm,NJ,1992,26541.42,0.0,26541.42,0.0,0.0,0.0
TX,1998,Flooding,Flood,TX,1998,52386.94,30521.39,82908.33,120.3,41.8,25.954794520547935
TX,2017,Hurricane Harvey,Hurricane,TX,2017,0.0,0.0,0.0,115.4,53.5,26.819726027397266
FL,2005,Hurricane Wilma,Hurricane,FL,2005,1701.4,0.0,1701.4,47.4,54.1,26.69808219178083
LA,2005,Hurricane Katrina,Hurricane,LA,2005,85864.07,27600.0,113464.07,63.7,47.6,25.748767123287685
NJ,1985,Hurricane Gloria,Hurricane,NJ,1985,1477.62,0.0,1477.62,0.0,0.0,0.0
FL,2017,Hurricane Irma,Hurricane,FL,2017,10558.67,7442.81,18001.48,75.8,73.1,27.927123287671268
LA,2021,Hurricane Ida,Hurricane,LA,2021,130780.74,24300.0,155080.74,176.4,38.0,24.852602739726045
LA,2005,Hurricane Katrina,Hurricane,LA,2005,89400.0,16100.0,105500.0,63.7,47.6,25.748767123287685
MA,1991,Hurricane Bob,Hurricane,MA,1991,48934.82,23886.56,72821.38,0.0,0.0,0.0
FL,2004,Hurricane Jeanne,Hurricane,FL,2004,0.0,0.0,0.0,120.3,64.3,27.106557377049185
FL,2017,Hurricane Irma,Hurricane,FL,2017,86427.61,0.0,86427.61,75.8,73.1,27.927123287671268
AL,2004,Hurricane Ivan,Hurricane,AL,2004,0.0,0.0,0.0,126.7,54.8,23.34016393442623
NC,2003,Hurricane Isabel,Hurricane,NC,2003,0.0,0.0,0.0,66.2,37.3,19.546301369863023
FL,2000,Flooding,Flood,FL,2000,17616.86,0.0,17616.86,32.8,33.5,27.39262295081968
PR,2011,Hurricane Irene,Hurricane,PR,2011,0.0,0.0,0.0,52.5,25.4,24.18931506849316
FL,2024,Hurricane Helene,Hurricane,FL,2024,69401.02,0.0,69401.02,45.2,63.6,28.001912568306004
LA,2005,Hurricane Katrina,Hurricane,LA,2005,0.0,7500.0,7500.0,63.7,47.6,25.748767123287685
VA,1996,Flooding,Flood,VA,1996,2878.95,167.0,3045.95,81.4,41.9,18.489617486338798
NJ,2012,Hurricane Sandy,Hurricane,NJ,2012,55802.63,0.0,55802.63,0.0,0.0,0.0
LA,1980,Flooding,Flood,LA,1980,801.25,0.0,801.25,116.8,32.4,24.40846994535519
TX,2001,Tropical Storm Allison,Storm,TX,2001,31901.22,12836.92,44738.14,60.6,40.8,24.620273972602728
LA,1992,Hurricane Andrew,Hurricane,LA,1992,988.64,45.0,1033.6399999999999,65.7,43.1,24.035245901639342
LA,2005,Hurricane Katrina,Hurricane,LA,2005,100000.0,5000.0,105000.0,63.7,47.6,25.748767123287685
